index,個案研判日,縣市別,鄉鎮,新增確診人數,累積確診人數,當日確診率
45,2022-08-26,台北市,內湖區,334,55186,0.0012
46,2022-08-26,台北市,文山區,397,53770,0.0015
47,2022-08-26,台北市,士林區,339,53599,0.0013
48,2022-08-26,台北市,北投區,343,52126,0.0014
49,2022-08-26,台北市,中山區,284,46999,0.0013
50,2022-08-26,台北市,信義區,244,45922,0.0012
51,2022-08-26,台北市,大安區,322,44729,0.0011
52,2022-08-26,台北市,萬華區,178,43812,0.001
53,2022-08-26,台北市,松山區,192,34737,0.001
54,2022-08-26,台北市,南港區,172,26515,0.0015
55,2022-08-26,台北市,大同區,149,25908,0.0012
56,2022-08-26,台北市,中正區,212,24584,0.0014
433,2022-08-25,台北市,內湖區,381,54852,0.0014
434,2022-08-25,台北市,文山區,274,53373,0.0011
435,2022-08-25,台北市,士林區,329,53260,0.0012
436,2022-08-25,台北市,北投區,285,51783,0.0012
437,2022-08-25,台北市,中山區,254,46715,0.0012
438,2022-08-25,台北市,信義區,283,45678,0.0014
439,2022-08-25,台北市,大安區,292,44407,0.001
440,2022-08-25,台北市,萬華區,181,43634,0.001
441,2022-08-25,台北市,松山區,236,34545,0.0012
442,2022-08-25,台北市,南港區,146,26343,0.0013
443,2022-08-25,台北市,大同區,127,25759,0.0011
444,2022-08-25,台北市,中正區,138,24372,0.0009
819,2022-08-24,台北市,內湖區,422,54471,0.0015
820,2022-08-24,台北市,文山區,352,53099,0.0014
821,2022-08-24,台北市,士林區,338,52931,0.0013
822,2022-08-24,台北市,北投區,317,51498,0.0013
823,2022-08-24,台北市,中山區,317,46461,0.0015
824,2022-08-24,台北市,信義區,299,45395,0.0014
825,2022-08-24,台北市,大安區,370,44115,0.0013
826,2022-08-24,台北市,萬華區,186,43453,0.0011
827,2022-08-24,台北市,松山區,213,34309,0.0011
828,2022-08-24,台北市,南港區,163,26197,0.0014
829,2022-08-24,台北市,大同區,144,25632,0.0012
830,2022-08-24,台北市,中正區,167,24234,0.0011
1205,2022-08-23,台北市,內湖區,393,54049,0.0014
1206,2022-08-23,台北市,文山區,365,52747,0.0014
1207,2022-08-23,台北市,士林區,393,52593,0.0015
1208,2022-08-23,台北市,北投區,306,51181,0.0013
1209,2022-08-23,台北市,中山區,273,46144,0.0013
1210,2022-08-23,台北市,信義區,340,45096,0.0016
1211,2022-08-23,台北市,大安區,290,43745,0.001
1212,2022-08-23,台北市,萬華區,170,43267,0.001
1213,2022-08-23,台北市,松山區,250,34096,0.0013
1214,2022-08-23,台北市,南港區,148,26034,0.0013
1215,2022-08-23,台北市,大同區,130,25488,0.0011
1216,2022-08-23,台北市,中正區,146,24067,0.001
1587,2022-08-22,台北市,內湖區,364,53656,0.0013
1588,2022-08-22,台北市,文山區,333,52382,0.0013
1589,2022-08-22,台北市,士林區,363,52200,0.0014
1590,2022-08-22,台北市,北投區,251,50875,0.001
1591,2022-08-22,台北市,中山區,325,45871,0.0015
1592,2022-08-22,台北市,信義區,271,44756,0.0013
1593,2022-08-22,台北市,大安區,329,43455,0.0011
1594,2022-08-22,台北市,萬華區,169,43097,0.001
1595,2022-08-22,台北市,松山區,258,33846,0.0013
1596,2022-08-22,台北市,南港區,133,25886,0.0012
1597,2022-08-22,台北市,大同區,124,25358,0.001
1598,2022-08-22,台北市,中正區,150,23921,0.001
1976,2022-08-21,台北市,內湖區,200,53292,0.0007
1977,2022-08-21,台北市,文山區,229,52049,0.0009
1978,2022-08-21,台北市,士林區,231,51837,0.0009
1979,2022-08-21,台北市,北投區,170,50624,0.0007
1980,2022-08-21,台北市,中山區,190,45546,0.0009
1981,2022-08-21,台北市,信義區,139,44485,0.0007
1982,2022-08-21,台北市,大安區,165,43126,0.0006
1983,2022-08-21,台北市,萬華區,132,42928,0.0008
1984,2022-08-21,台北市,松山區,126,33588,0.0007
1985,2022-08-21,台北市,南港區,127,25753,0.0011
1986,2022-08-21,台北市,大同區,82,25234,0.0007
1987,2022-08-21,台北市,中正區,90,23771,0.0006
2351,2022-08-20,台北市,內湖區,342,53092,0.0012
2352,2022-08-20,台北市,文山區,263,51820,0.001
2353,2022-08-20,台北市,士林區,299,51606,0.0011
2354,2022-08-20,台北市,北投區,258,50454,0.0011
2355,2022-08-20,台北市,中山區,246,45356,0.0011
2356,2022-08-20,台北市,信義區,200,44346,0.001
2357,2022-08-20,台北市,大安區,247,42961,0.0009
2358,2022-08-20,台北市,萬華區,146,42796,0.0008
2359,2022-08-20,台北市,松山區,169,33462,0.0009
2360,2022-08-20,台北市,南港區,108,25626,0.0009
2361,2022-08-20,台北市,大同區,98,25152,0.0008
2362,2022-08-20,台北市,中正區,106,23681,0.0007
2735,2022-08-19,台北市,內湖區,316,52750,0.0011
2736,2022-08-19,台北市,文山區,268,51557,0.001
2737,2022-08-19,台北市,士林區,283,51307,0.0011
2738,2022-08-19,台北市,北投區,229,50196,0.0009
2739,2022-08-19,台北市,中山區,236,45110,0.0011
2740,2022-08-19,台北市,信義區,211,44146,0.001
2741,2022-08-19,台北市,大安區,264,42714,0.0009
2742,2022-08-19,台北市,萬華區,154,42650,0.0009
2743,2022-08-19,台北市,松山區,198,33293,0.001
2744,2022-08-19,台北市,南港區,125,25518,0.0011
2745,2022-08-19,台北市,大同區,118,25054,0.001
2746,2022-08-19,台北市,中正區,124,23575,0.0008
3118,2022-08-18,台北市,內湖區,340,52434,0.0012
3119,2022-08-18,台北市,文山區,303,51289,0.0012
3120,2022-08-18,台北市,士林區,307,51024,0.0011
3121,2022-08-18,台北市,北投區,233,49967,0.001
3122,2022-08-18,台北市,中山區,226,44874,0.0011
3123,2022-08-18,台北市,信義區,212,43935,0.001
3124,2022-08-18,台北市,萬華區,150,42496,0.0009
3125,2022-08-18,台北市,大安區,262,42450,0.0009
3126,2022-08-18,台北市,松山區,215,33095,0.0011
3127,2022-08-18,台北市,南港區,168,25393,0.0015
3128,2022-08-18,台北市,大同區,86,24936,0.0007
3129,2022-08-18,台北市,中正區,123,23451,0.0008
3506,2022-08-17,台北市,內湖區,357,52094,0.0013
3507,2022-08-17,台北市,文山區,280,50986,0.0011
3508,2022-08-17,台北市,士林區,337,50717,0.0013
3509,2022-08-17,台北市,北投區,255,49734,0.001
3510,2022-08-17,台北市,中山區,273,44648,0.0013
3511,2022-08-17,台北市,信義區,255,43723,0.0012
3512,2022-08-17,台北市,萬華區,137,42346,0.0008
3513,2022-08-17,台北市,大安區,274,42188,0.0009
3514,2022-08-17,台北市,松山區,185,32880,0.001
3515,2022-08-17,台北市,南港區,131,25225,0.0011
3516,2022-08-17,台北市,大同區,101,24850,0.0008
3517,2022-08-17,台北市,中正區,116,23328,0.0008
3890,2022-08-16,台北市,內湖區,425,51737,0.0015
3891,2022-08-16,台北市,文山區,313,50706,0.0012
3892,2022-08-16,台北市,士林區,321,50380,0.0012
3893,2022-08-16,台北市,北投區,291,49479,0.0012
3894,2022-08-16,台北市,中山區,269,44375,0.0013
3895,2022-08-16,台北市,信義區,273,43468,0.0013
3896,2022-08-16,台北市,萬華區,114,42209,0.0006
3897,2022-08-16,台北市,大安區,307,41914,0.0011
3898,2022-08-16,台北市,松山區,211,32695,0.0011
3899,2022-08-16,台北市,南港區,149,25094,0.0013
3900,2022-08-16,台北市,大同區,107,24749,0.0009
3901,2022-08-16,台北市,中正區,131,23212,0.0009
4276,2022-08-15,台北市,內湖區,273,51312,0.001
4277,2022-08-15,台北市,文山區,272,50393,0.001
4278,2022-08-15,台北市,士林區,251,50059,0.0009
4279,2022-08-15,台北市,北投區,259,49188,0.0011
4280,2022-08-15,台北市,中山區,225,44106,0.001
4281,2022-08-15,台北市,信義區,223,43195,0.0011
4282,2022-08-15,台北市,萬華區,129,42095,0.0007
4283,2022-08-15,台北市,大安區,269,41607,0.0009
4284,2022-08-15,台北市,松山區,213,32484,0.0011
4285,2022-08-15,台北市,南港區,117,24945,0.001
4286,2022-08-15,台北市,大同區,102,24642,0.0008
4287,2022-08-15,台北市,中正區,127,23081,0.0008
4662,2022-08-14,台北市,內湖區,201,51039,0.0007
4663,2022-08-14,台北市,文山區,179,50121,0.0007
4664,2022-08-14,台北市,士林區,215,49808,0.0008
4665,2022-08-14,台北市,北投區,192,48929,0.0008
4666,2022-08-14,台北市,中山區,144,43881,0.0007
4667,2022-08-14,台北市,信義區,145,42972,0.0007
4668,2022-08-14,台北市,萬華區,112,41966,0.0006
4669,2022-08-14,台北市,大安區,163,41338,0.0006
4670,2022-08-14,台北市,松山區,96,32271,0.0005
4671,2022-08-14,台北市,南港區,85,24828,0.0007
4672,2022-08-14,台北市,大同區,79,24540,0.0007
4673,2022-08-14,台北市,中正區,62,22954,0.0004
5038,2022-08-13,台北市,內湖區,297,50838,0.0011
5039,2022-08-13,台北市,文山區,277,49942,0.0011
5040,2022-08-13,台北市,士林區,268,49593,0.001
5041,2022-08-13,台北市,北投區,254,48737,0.001
5042,2022-08-13,台北市,中山區,197,43737,0.0009
5043,2022-08-13,台北市,信義區,198,42827,0.001
5044,2022-08-13,台北市,萬華區,110,41854,0.0006
5045,2022-08-13,台北市,大安區,205,41175,0.0007
5046,2022-08-13,台北市,松山區,172,32175,0.0009
5047,2022-08-13,台北市,南港區,85,24743,0.0007
5048,2022-08-13,台北市,大同區,95,24461,0.0008
5049,2022-08-13,台北市,中正區,102,22892,0.0007
5416,2022-08-12,台北市,內湖區,285,50541,0.001
5417,2022-08-12,台北市,文山區,251,49665,0.001
5418,2022-08-12,台北市,士林區,263,49325,0.001
5419,2022-08-12,台北市,北投區,219,48483,0.0009
5420,2022-08-12,台北市,中山區,210,43540,0.001
5421,2022-08-12,台北市,信義區,218,42629,0.0011
5422,2022-08-12,台北市,萬華區,105,41744,0.0006
5423,2022-08-12,台北市,大安區,244,40970,0.0008
5424,2022-08-12,台北市,松山區,187,32003,0.001
5425,2022-08-12,台北市,南港區,128,24658,0.0011
5426,2022-08-12,台北市,大同區,91,24366,0.0008
5427,2022-08-12,台北市,中正區,116,22790,0.0008
5801,2022-08-11,台北市,內湖區,299,50256,0.0011
5802,2022-08-11,台北市,文山區,237,49414,0.0009
5803,2022-08-11,台北市,士林區,253,49062,0.0009
5804,2022-08-11,台北市,北投區,247,48264,0.001
5805,2022-08-11,台北市,中山區,253,43330,0.0012
5806,2022-08-11,台北市,信義區,188,42411,0.0009
5807,2022-08-11,台北市,萬華區,116,41639,0.0007
5808,2022-08-11,台北市,大安區,192,40726,0.0007
5809,2022-08-11,台北市,松山區,157,31816,0.0008
5810,2022-08-11,台北市,南港區,107,24530,0.0009
5811,2022-08-11,台北市,大同區,106,24275,0.0009
5812,2022-08-11,台北市,中正區,126,22674,0.0008
6186,2022-08-10,台北市,內湖區,305,49957,0.0011
6187,2022-08-10,台北市,文山區,258,49177,0.001
6188,2022-08-10,台北市,士林區,256,48809,0.001
6189,2022-08-10,台北市,北投區,258,48017,0.0011
6190,2022-08-10,台北市,中山區,201,43077,0.0009
6191,2022-08-10,台北市,信義區,217,42223,0.0011
6192,2022-08-10,台北市,萬華區,140,41523,0.0008
6193,2022-08-10,台北市,大安區,249,40534,0.0009
6194,2022-08-10,台北市,松山區,181,31659,0.0009
6195,2022-08-10,台北市,南港區,109,24423,0.0009
6196,2022-08-10,台北市,大同區,91,24169,0.0008
6197,2022-08-10,台北市,中正區,112,22548,0.0007
6571,2022-08-09,台北市,內湖區,297,49652,0.0011
6572,2022-08-09,台北市,文山區,271,48919,0.001
6573,2022-08-09,台北市,士林區,271,48553,0.001
6574,2022-08-09,台北市,北投區,237,47759,0.001
6575,2022-08-09,台北市,中山區,221,42876,0.001
6576,2022-08-09,台北市,信義區,233,42006,0.0011
6577,2022-08-09,台北市,萬華區,113,41383,0.0006
6578,2022-08-09,台北市,大安區,215,40285,0.0007
6579,2022-08-09,台北市,松山區,196,31478,0.001
6580,2022-08-09,台北市,南港區,116,24314,0.001
6581,2022-08-09,台北市,大同區,114,24078,0.0009
6582,2022-08-09,台北市,中正區,140,22436,0.0009
6951,2022-08-08,台北市,內湖區,260,49355,0.0009
6952,2022-08-08,台北市,文山區,285,48648,0.0011
6953,2022-08-08,台北市,士林區,265,48282,0.001
6954,2022-08-08,台北市,北投區,238,47522,0.001
6955,2022-08-08,台北市,中山區,240,42655,0.0011
6956,2022-08-08,台北市,信義區,191,41773,0.0009
6957,2022-08-08,台北市,萬華區,107,41270,0.0006
6958,2022-08-08,台北市,大安區,258,40070,0.0009
6959,2022-08-08,台北市,松山區,220,31282,0.0011
6960,2022-08-08,台北市,南港區,140,24198,0.0012
6961,2022-08-08,台北市,大同區,100,23964,0.0008
6962,2022-08-08,台北市,中正區,143,22296,0.001
7336,2022-08-07,台北市,內湖區,185,49095,0.0007
7337,2022-08-07,台北市,文山區,124,48363,0.0005
7338,2022-08-07,台北市,士林區,182,48017,0.0007
7339,2022-08-07,台北市,北投區,114,47284,0.0005
7340,2022-08-07,台北市,中山區,130,42415,0.0006
7341,2022-08-07,台北市,信義區,131,41582,0.0006
7342,2022-08-07,台北市,萬華區,94,41163,0.0005
7343,2022-08-07,台北市,大安區,105,39812,0.0004
7344,2022-08-07,台北市,松山區,79,31062,0.0004
7345,2022-08-07,台北市,南港區,68,24058,0.0006
7346,2022-08-07,台北市,大同區,78,23864,0.0006
7347,2022-08-07,台北市,中正區,82,22153,0.0005
7708,2022-08-06,台北市,內湖區,267,48910,0.001
7709,2022-08-06,台北市,文山區,243,48239,0.0009
7710,2022-08-06,台北市,士林區,238,47835,0.0009
7711,2022-08-06,台北市,北投區,212,47170,0.0009
7712,2022-08-06,台北市,中山區,196,42285,0.0009
7713,2022-08-06,台北市,信義區,187,41451,0.0009
7714,2022-08-06,台北市,萬華區,123,41069,0.0007
7715,2022-08-06,台北市,大安區,225,39707,0.0008
7716,2022-08-06,台北市,松山區,137,30983,0.0007
7717,2022-08-06,台北市,南港區,108,23990,0.0009
7718,2022-08-06,台北市,大同區,85,23786,0.0007
7719,2022-08-06,台北市,中正區,120,22071,0.0008
8086,2022-08-05,台北市,內湖區,266,48643,0.001
8087,2022-08-05,台北市,文山區,231,47996,0.0009
8088,2022-08-05,台北市,士林區,203,47597,0.0008
8089,2022-08-05,台北市,北投區,180,46958,0.0007
8090,2022-08-05,台北市,中山區,196,42089,0.0009
8091,2022-08-05,台北市,信義區,170,41264,0.0008
8092,2022-08-05,台北市,萬華區,129,40946,0.0007
8093,2022-08-05,台北市,大安區,199,39482,0.0007
8094,2022-08-05,台北市,松山區,146,30846,0.0008
8095,2022-08-05,台北市,南港區,128,23882,0.0011
8096,2022-08-05,台北市,大同區,101,23701,0.0008
8097,2022-08-05,台北市,中正區,98,21951,0.0007
8473,2022-08-04,台北市,內湖區,276,48377,0.001
8474,2022-08-04,台北市,文山區,227,47765,0.0009
8475,2022-08-04,台北市,士林區,247,47394,0.0009
8476,2022-08-04,台北市,北投區,191,46778,0.0008
8477,2022-08-04,台北市,中山區,214,41893,0.001
8478,2022-08-04,台北市,信義區,222,41094,0.0011
8479,2022-08-04,台北市,萬華區,134,40817,0.0008
8480,2022-08-04,台北市,大安區,211,39283,0.0007
8481,2022-08-04,台北市,松山區,139,30700,0.0007
8482,2022-08-04,台北市,南港區,116,23754,0.001
8483,2022-08-04,台北市,大同區,104,23600,0.0009
8484,2022-08-04,台北市,中正區,123,21853,0.0008
8857,2022-08-03,台北市,內湖區,296,48101,0.0011
8858,2022-08-03,台北市,文山區,241,47538,0.0009
8859,2022-08-03,台北市,士林區,264,47147,0.001
8860,2022-08-03,台北市,北投區,222,46587,0.0009
8861,2022-08-03,台北市,中山區,228,41679,0.0011
8862,2022-08-03,台北市,信義區,192,40872,0.0009
8863,2022-08-03,台北市,萬華區,110,40683,0.0006
8864,2022-08-03,台北市,大安區,213,39072,0.0007
8865,2022-08-03,台北市,松山區,144,30561,0.0007
8866,2022-08-03,台北市,南港區,116,23638,0.001
8867,2022-08-03,台北市,大同區,110,23496,0.0009
8868,2022-08-03,台北市,中正區,115,21730,0.0008
9239,2022-08-02,台北市,內湖區,276,47805,0.001
9240,2022-08-02,台北市,文山區,240,47297,0.0009
9241,2022-08-02,台北市,士林區,230,46883,0.0009
9242,2022-08-02,台北市,北投區,204,46365,0.0008
9243,2022-08-02,台北市,中山區,254,41451,0.0012
9244,2022-08-02,台北市,信義區,215,40680,0.001
9245,2022-08-02,台北市,萬華區,144,40573,0.0008
9246,2022-08-02,台北市,大安區,215,38859,0.0007
9247,2022-08-02,台北市,松山區,148,30417,0.0008
9248,2022-08-02,台北市,南港區,113,23522,0.001
9249,2022-08-02,台北市,大同區,103,23386,0.0009
9250,2022-08-02,台北市,中正區,103,21615,0.0007
9623,2022-08-01,台北市,內湖區,258,47529,0.0009
9624,2022-08-01,台北市,文山區,262,47057,0.001
9625,2022-08-01,台北市,士林區,249,46653,0.0009
9626,2022-08-01,台北市,北投區,202,46161,0.0008
9627,2022-08-01,台北市,中山區,180,41197,0.0008
9628,2022-08-01,台北市,信義區,165,40465,0.0008
9629,2022-08-01,台北市,萬華區,101,40429,0.0006
9630,2022-08-01,台北市,大安區,215,38644,0.0007
9631,2022-08-01,台北市,松山區,169,30269,0.0009
9632,2022-08-01,台北市,南港區,104,23409,0.0009
9633,2022-08-01,台北市,大同區,74,23283,0.0006
9634,2022-08-01,台北市,中正區,124,21512,0.0008
10010,2022-07-31,台北市,內湖區,178,47271,0.0006
10011,2022-07-31,台北市,文山區,162,46795,0.0006
10012,2022-07-31,台北市,士林區,176,46404,0.0007
10013,2022-07-31,台北市,北投區,173,45959,0.0007
10014,2022-07-31,台北市,中山區,106,41017,0.0005
10015,2022-07-31,台北市,萬華區,77,40328,0.0004
10016,2022-07-31,台北市,信義區,120,40300,0.0006
10017,2022-07-31,台北市,大安區,129,38429,0.0004
10018,2022-07-31,台北市,松山區,77,30100,0.0004
10019,2022-07-31,台北市,南港區,103,23305,0.0009
10020,2022-07-31,台北市,大同區,79,23209,0.0007
10021,2022-07-31,台北市,中正區,72,21388,0.0005
10385,2022-07-30,台北市,內湖區,251,47093,0.0009
10386,2022-07-30,台北市,文山區,217,46633,0.0008
10387,2022-07-30,台北市,士林區,207,46228,0.0008
10388,2022-07-30,台北市,北投區,190,45786,0.0008
10389,2022-07-30,台北市,中山區,152,40911,0.0007
10390,2022-07-30,台北市,萬華區,105,40251,0.0006
10391,2022-07-30,台北市,信義區,172,40180,0.0008
10392,2022-07-30,台北市,大安區,194,38300,0.0007
10393,2022-07-30,台北市,松山區,119,30023,0.0006
10394,2022-07-30,台北市,南港區,84,23202,0.0007
10395,2022-07-30,台北市,大同區,112,23130,0.0009
10396,2022-07-30,台北市,中正區,97,21316,0.0006
10763,2022-07-29,台北市,內湖區,236,46842,0.0009
10764,2022-07-29,台北市,文山區,255,46416,0.001
10765,2022-07-29,台北市,士林區,190,46021,0.0007
10766,2022-07-29,台北市,北投區,184,45596,0.0008
10767,2022-07-29,台北市,中山區,165,40759,0.0008
10768,2022-07-29,台北市,萬華區,114,40146,0.0006
10769,2022-07-29,台北市,信義區,141,40008,0.0007
10770,2022-07-29,台北市,大安區,187,38106,0.0006
10771,2022-07-29,台北市,松山區,124,29904,0.0006
10772,2022-07-29,台北市,南港區,85,23118,0.0007
10773,2022-07-29,台北市,大同區,90,23018,0.0007
10774,2022-07-29,台北市,中正區,91,21219,0.0006
11147,2022-07-28,台北市,內湖區,262,46606,0.0009
11148,2022-07-28,台北市,文山區,254,46161,0.001
11149,2022-07-28,台北市,士林區,228,45831,0.0008
11150,2022-07-28,台北市,北投區,192,45412,0.0008
11151,2022-07-28,台北市,中山區,190,40594,0.0009
11152,2022-07-28,台北市,萬華區,141,40032,0.0008
11153,2022-07-28,台北市,信義區,179,39867,0.0009
11154,2022-07-28,台北市,大安區,192,37919,0.0007
11155,2022-07-28,台北市,松山區,158,29780,0.0008
11156,2022-07-28,台北市,南港區,96,23033,0.0008
11157,2022-07-28,台北市,大同區,100,22928,0.0008
11158,2022-07-28,台北市,中正區,99,21128,0.0007
11532,2022-07-27,台北市,內湖區,300,46344,0.0011
11533,2022-07-27,台北市,文山區,241,45907,0.0009
11534,2022-07-27,台北市,士林區,248,45603,0.0009
11535,2022-07-27,台北市,北投區,222,45220,0.0009
11536,2022-07-27,台北市,中山區,244,40404,0.0011
11537,2022-07-27,台北市,萬華區,131,39891,0.0007
11538,2022-07-27,台北市,信義區,197,39688,0.001
11539,2022-07-27,台北市,大安區,197,37727,0.0007
11540,2022-07-27,台北市,松山區,163,29622,0.0008
11541,2022-07-27,台北市,南港區,132,22937,0.0011
11542,2022-07-27,台北市,大同區,130,22828,0.0011
11543,2022-07-27,台北市,中正區,100,21029,0.0007
11922,2022-07-26,台北市,內湖區,318,46044,0.0012
11923,2022-07-26,台北市,文山區,251,45666,0.001
11924,2022-07-26,台北市,士林區,271,45355,0.001
11925,2022-07-26,台北市,北投區,232,44998,0.001
11926,2022-07-26,台北市,中山區,247,40160,0.0012
11927,2022-07-26,台北市,萬華區,122,39760,0.0007
11928,2022-07-26,台北市,信義區,200,39491,0.001
11929,2022-07-26,台北市,大安區,209,37530,0.0007
11930,2022-07-26,台北市,松山區,168,29459,0.0009
11931,2022-07-26,台北市,南港區,95,22805,0.0008
11932,2022-07-26,台北市,大同區,122,22698,0.001
11933,2022-07-26,台北市,中正區,132,20929,0.0009
12308,2022-07-25,台北市,內湖區,267,45726,0.001
12309,2022-07-25,台北市,文山區,269,45415,0.001
12310,2022-07-25,台北市,士林區,228,45084,0.0008
12311,2022-07-25,台北市,北投區,254,44766,0.001
12312,2022-07-25,台北市,中山區,223,39913,0.001
12313,2022-07-25,台北市,萬華區,125,39638,0.0007
12314,2022-07-25,台北市,信義區,194,39291,0.0009
12315,2022-07-25,台北市,大安區,215,37321,0.0007
12316,2022-07-25,台北市,松山區,203,29291,0.0011
12317,2022-07-25,台北市,南港區,113,22710,0.001
12318,2022-07-25,台北市,大同區,85,22576,0.0007
12319,2022-07-25,台北市,中正區,126,20797,0.0008
12691,2022-07-24,台北市,內湖區,179,45459,0.0006
12692,2022-07-24,台北市,文山區,174,45146,0.0007
12693,2022-07-24,台北市,士林區,175,44856,0.0007
12694,2022-07-24,台北市,北投區,175,44512,0.0007
12695,2022-07-24,台北市,中山區,133,39690,0.0006
12696,2022-07-24,台北市,萬華區,103,39513,0.0006
12697,2022-07-24,台北市,信義區,130,39097,0.0006
12698,2022-07-24,台北市,大安區,126,37106,0.0004
12699,2022-07-24,台北市,松山區,95,29088,0.0005
12700,2022-07-24,台北市,南港區,102,22597,0.0009
12701,2022-07-24,台北市,大同區,89,22491,0.0007
12702,2022-07-24,台北市,中正區,82,20671,0.0005
13068,2022-07-23,台北市,內湖區,264,45280,0.001
13069,2022-07-23,台北市,文山區,209,44972,0.0008
13070,2022-07-23,台北市,士林區,219,44681,0.0008
13071,2022-07-23,台北市,北投區,186,44337,0.0008
13072,2022-07-23,台北市,中山區,174,39557,0.0008
13073,2022-07-23,台北市,萬華區,105,39410,0.0006
13074,2022-07-23,台北市,信義區,197,38967,0.001
13075,2022-07-23,台北市,大安區,172,36980,0.0006
13076,2022-07-23,台北市,松山區,141,28993,0.0007
13077,2022-07-23,台北市,南港區,124,22495,0.0011
13078,2022-07-23,台北市,大同區,90,22402,0.0007
13079,2022-07-23,台北市,中正區,100,20589,0.0007
13451,2022-07-22,台北市,內湖區,249,45016,0.0009
13452,2022-07-22,台北市,文山區,229,44763,0.0009
13453,2022-07-22,台北市,士林區,232,44462,0.0009
13454,2022-07-22,台北市,北投區,211,44151,0.0009
13455,2022-07-22,台北市,中山區,209,39383,0.001
13456,2022-07-22,台北市,萬華區,116,39305,0.0007
13457,2022-07-22,台北市,信義區,191,38770,0.0009
13458,2022-07-22,台北市,大安區,201,36808,0.0007
13459,2022-07-22,台北市,松山區,151,28852,0.0008
13460,2022-07-22,台北市,南港區,101,22371,0.0009
13461,2022-07-22,台北市,大同區,98,22312,0.0008
13462,2022-07-22,台北市,中正區,143,20489,0.001
13836,2022-07-21,台北市,內湖區,276,44767,0.001
13837,2022-07-21,台北市,文山區,215,44534,0.0008
13838,2022-07-21,台北市,士林區,271,44230,0.001
13839,2022-07-21,台北市,北投區,226,43940,0.0009
13840,2022-07-21,台北市,萬華區,140,39189,0.0008
13841,2022-07-21,台北市,中山區,236,39174,0.0011
13842,2022-07-21,台北市,信義區,228,38579,0.0011
13843,2022-07-21,台北市,大安區,178,36607,0.0006
13844,2022-07-21,台北市,松山區,156,28701,0.0008
13845,2022-07-21,台北市,南港區,108,22270,0.0009
13846,2022-07-21,台北市,大同區,103,22214,0.0009
13847,2022-07-21,台北市,中正區,131,20346,0.0009
14219,2022-07-20,台北市,內湖區,286,44491,0.001
14220,2022-07-20,台北市,文山區,270,44319,0.001
14221,2022-07-20,台北市,士林區,288,43959,0.0011
14222,2022-07-20,台北市,北投區,288,43714,0.0012
14223,2022-07-20,台北市,萬華區,145,39049,0.0008
14224,2022-07-20,台北市,中山區,256,38938,0.0012
14225,2022-07-20,台北市,信義區,204,38351,0.001
14226,2022-07-20,台北市,大安區,253,36429,0.0009
14227,2022-07-20,台北市,松山區,186,28545,0.001
14228,2022-07-20,台北市,南港區,112,22162,0.001
14229,2022-07-20,台北市,大同區,107,22111,0.0009
14230,2022-07-20,台北市,中正區,144,20215,0.001
14605,2022-07-19,台北市,內湖區,341,44205,0.0012
14606,2022-07-19,台北市,文山區,286,44049,0.0011
14607,2022-07-19,台北市,士林區,270,43671,0.001
14608,2022-07-19,台北市,北投區,287,43426,0.0012
14609,2022-07-19,台北市,萬華區,137,38904,0.0008
14610,2022-07-19,台北市,中山區,273,38682,0.0013
14611,2022-07-19,台北市,信義區,245,38147,0.0012
14612,2022-07-19,台北市,大安區,240,36176,0.0008
14613,2022-07-19,台北市,松山區,205,28359,0.0011
14614,2022-07-19,台北市,南港區,136,22050,0.0012
14615,2022-07-19,台北市,大同區,100,22004,0.0008
14616,2022-07-19,台北市,中正區,119,20071,0.0008
14992,2022-07-18,台北市,內湖區,290,43864,0.0011
14993,2022-07-18,台北市,文山區,295,43763,0.0011
14994,2022-07-18,台北市,士林區,264,43401,0.001
14995,2022-07-18,台北市,北投區,274,43139,0.0011
14996,2022-07-18,台北市,萬華區,157,38767,0.0009
14997,2022-07-18,台北市,中山區,272,38409,0.0013
14998,2022-07-18,台北市,信義區,256,37902,0.0012
14999,2022-07-18,台北市,大安區,290,35936,0.001
15000,2022-07-18,台北市,松山區,212,28154,0.0011
15001,2022-07-18,台北市,南港區,134,21914,0.0012
15002,2022-07-18,台北市,大同區,109,21904,0.0009
15003,2022-07-18,台北市,中正區,131,19952,0.0009
15380,2022-07-17,台北市,內湖區,196,43574,0.0007
15381,2022-07-17,台北市,文山區,159,43468,0.0006
15382,2022-07-17,台北市,士林區,191,43137,0.0007
15383,2022-07-17,台北市,北投區,146,42865,0.0006
15384,2022-07-17,台北市,萬華區,105,38610,0.0006
15385,2022-07-17,台北市,中山區,139,38137,0.0006
15386,2022-07-17,台北市,信義區,122,37646,0.0006
15387,2022-07-17,台北市,大安區,128,35646,0.0004
15388,2022-07-17,台北市,松山區,99,27942,0.0005
15389,2022-07-17,台北市,大同區,77,21795,0.0006
15390,2022-07-17,台北市,南港區,99,21780,0.0009
15391,2022-07-17,台北市,中正區,92,19821,0.0006
15757,2022-07-16,台北市,內湖區,297,43378,0.0011
15758,2022-07-16,台北市,文山區,212,43309,0.0008
15759,2022-07-16,台北市,士林區,262,42946,0.001
15760,2022-07-16,台北市,北投區,229,42719,0.0009
15761,2022-07-16,台北市,萬華區,120,38505,0.0007
15762,2022-07-16,台北市,中山區,225,37998,0.001
15763,2022-07-16,台北市,信義區,211,37524,0.001
